"","Time","pp","pp_nr5","HR","BR","SkinTemp","Posture","PeakAccel","Accelerator","Brake","Steering","Speed","IN_Lat","IN_Long"
"1",0,0.00423516908333333,0.00435647862449461,74,14.7,-3276.8,-11,0.06,20.6724278308458,55.8824896268657,-350.819328457711,0,1836.067698,-5781.194376
"2",1,0.00377763933333333,0.00434594400465838,77,15,-3276.8,-12,0.06,20.6755036080402,60.9377995025126,-352.480979447236,0,1836.067698,-5781.194376
"3",2,0.00426751233333333,0.00435350059463174,79,15,-3276.8,-12,0.04,20.68866805,43.356446835,-362.53604695,0,1836.067698,-5781.194376
"4",3,0.00407093138095238,0.00437800609425675,80,15.3,-3276.8,-11,0.08,20.6816828606965,22.8013300995025,-413.973291840796,0,1836.06765746269,-5781.19436865672
"5",4,0.00433898379166667,0.00441799515617513,80,15.3,-3276.8,-11,0.06,20.6435400753769,24.0520601708543,-523.120528542714,0,1836.0675599397,-5781.19432790955
"6",5,0.00428692414285714,0.00446829920566663,79,15.6,-3276.8,-9,0.08,20.67195671,14.79629936265,-629.22666305,0,1836.06744627,-5781.19425939
"7",6,0.00445308835714286,0.00449577422564901,78,15.6,-3276.8,-8,0.06,20.708289745,1.230254440825,-637.9246852,0,1836.06728622,-5781.19417653
"8",7,0.00494698447619048,0.00456715131165692,78,15.5,-3276.8,-8,0.07,20.68874308,15.634915285,-638.98092445,0,1836.06703434,-5781.19407666
"9",8,0.004666802375,0.00460246844634318,78,15.5,-3276.8,-8,0.06,20.65827272,14.0465218785,-639.33920515,0,1836.06674664,-5781.19396665
"10",9,0.00460047557142857,0.0046339630421934,78,15.2,-3276.8,-8,0.16,20.64623943,10.784758642,-640.514919,0,1836.06642435,-5781.19388253
"11",10,0.00408352875,0.00467834903827448,77,15.2,-3276.8,-7,0.1,20.635967765,9.30219704225,-639.2974808,0,1836.06607077,-5781.1938477
"12",11,0.00466779214285714,0.00474181361859114,76,15.2,-3276.8,-7,0.06,20.6249351,-1.17664358922,-640.3886884,0,1836.06569436,-5781.19388556
"13",12,0.005675309,0.00480469988642067,74,15.2,-3276.8,-6,0.07,20.64404201,26.192032157,-640.82994535,0,1836.06531651,-5781.19399782
"14",13,0.00486798276190476,0.00484355825548281,73,15.1,-3276.8,4,0.09,20.67095416,29.439585945,-623.51791535,0,1836.06502197,-5781.19403421
"15",14,0.00492807195833333,0.00486063193046793,75,15.1,-3276.8,3,0.09,20.75839526,43.94330175,-510.7611303,0,1836.06487374,-5781.19396593
"16",15,0.00474967685714286,0.00487641349449943,76,15.1,-3276.8,2,0.08,20.98103328,41.474502035,-370.52100855,0,1836.06482556,-5781.19395456
"17",16,0.00444754075,0.00490586968177428,78,15.1,-3276.8,1,0.06,20.78829885,39.733983385,-257.24426795,0,1836.06481923,-5781.1939692
"18",17,0.00562440861904762,0.00494837545017587,80,15.1,-3276.8,1,0.06,21.68377468,-0.2549855991,-104.8489562365,0,1836.06484878,-5781.19394277
"19",18,0.00606711728571429,0.0049828236859468,82,15.1,-3276.8,2,0.04,30.444330805,-3.2065611205,31.41635556045,0,1836.06499461,-5781.19372305
"20",19,0.00474976421428571,0.00498806222571881,84,14.8,-3276.8,2,0.08,32.93408821,-3.9321718131,85.91189213,1.06,1836.06537303,-5781.1931397
"21",20,0.005001975125,0.00497043306371778,84,14.8,-3276.8,3,0.1,30.975506495,-1.80276850865,124.511854605,6.02,1836.06605934,-5781.19205229
"22",21,0.00562861435714286,0.0049431781763247,83,14.5,-3276.8,-3,0.13,31.31427879,-2.318178372286,28.5992684853,10.42,1836.06707199,-5781.19047558
"23",22,0.0046611065,0.00491927376329361,81,14.5,-3276.8,-5,0.08,28.14839234,-1.22410430365,-39.226663815,12,1836.06816171,-5781.18858546
"24",23,0.00462501535,0.00492972595481174,79,14.3,-3276.8,-6,0.1,24.848046725,-0.4291221717515,-68.433453905,13.89,1836.06935973,-5781.18657009
"25",24,0.00531609486363636,0.00491687823539031,77,14.3,-3276.8,-6,0.03,30.02773301,-0.321977350175,-107.5117367,13.45,1836.07072254,-5781.18454251
"26",25,0.00508823971428571,0.00492360769088714,77,14.4,-3276.8,-6,0.09,29.4494407,-1.465895294192,-83.574241655,16,1836.0723804,-5781.1825584
"27",26,0.00472583495833333,0.00491356515474756,77,14.4,-3276.8,-7,0.15,27.63317286,-1.676830089697,-11.24052149174,16,1836.0743016,-5781.18069399
"28",27,0.0044757937,0.00490312473916695,79,14.4,-3276.8,-10,0.13,21.39079785,10.26741073135,32.7211729,17.135,1836.07630596,-5781.17877873
"29",28,0.00485265275,0.00491919879505034,83,14.4,-3276.8,-12,0.09,21.845259075,34.033911595,60.73722899,16.655,1836.07808463,-5781.17677113
"30",29,0.00517076265,0.00494255401080647,82,14.5,-3276.8,-12,0.06,21.28519857,28.3348046,63.415579725,15.135,1836.07940265,-5781.17491335
"31",30,0.00485180225,0.00498000610009307,79,14.5,-3276.8,-12,0.06,21.469262975,40.695435465,59.914117435,13.7,1836.08034795,-5781.17321832
"32",31,0.0053666860952381,0.00502119645491529,75,14.5,-3276.8,-11,0.04,21.823141425,35.469842435,65.536320475,10.325,1836.08092701,-5781.17195505
"33",32,0.00522497833333333,0.00506333869063467,72,14.5,-3276.8,-11,0.04,21.580708295,34.69054877,57.738710425,7.325,1836.08124954,-5781.17114049
"34",33,0.00569889819047619,0.00510388768349479,68,14.3,-3276.8,-11,0.04,21.55951817,38.124771075,2.69529528175,4.39,1836.08139363,-5781.17066889
"35",34,0.00469257133333333,0.00515399101439837,65,14.3,-3276.8,-11,0.04,21.540822055,30.43347864,-23.19799282,3,1836.08142903,-5781.17050512
"36",35,0.00501408185714286,0.00522743373273922,64,13.7,-3276.8,-11,0.04,21.365520835,29.44205716,-23.556111425,3,1836.081426,-5781.17050677
"37",36,0.00596214416666667,0.0053156127331137,64,13.7,-3276.8,-11,0.04,21.29847697,31.9641754,-23.32038342,2.19,1836.08143137,-5781.170508
"38",37,0.00621909614285714,0.00538411204440626,64,13.3,-3276.8,-11,0.04,21.27499168,28.92432522135,-21.343030555,0,1836.08143563,-5781.170508
"39",38,0.00738456025,0.00539465029883359,64,13.3,-3276.8,-11,0.04,25.054634955,0.501633001395,-12.346315152,0,1836.08147169,-5781.17043303
"40",39,0.00655024928571429,0.0056211915398128,64,12.9,-3276.8,-11,0.04,30.612779525,-0.023570586878,-8.217412015,0,1836.08162547,-5781.17005905
"41",40,0.00622694233333333,0.00554315074335172,65,12.9,-3276.8,-11,0.04,36.325541165,0.4842342107365,-9.531222734,3.765,1836.08196624,-5781.16920159
"42",41,0.00679851692307692,0.00542544512671683,65,12.5,-3276.8,-11,0.03,38.66757089,0.0903372015551,-26.9903043595,8.51,1836.08254266,-5781.167712
"43",42,0.00491493628571429,0.00525504389512831,65,12.5,-3276.8,-11,0.04,38.28972785,1.588004392623,-133.32945266,11.29,1836.0833763,-5781.16562943
"44",43,0.00478665035714286,0.00516806711567317,65,11.8,-3276.8,-11,0.06,37.69633119,1.61450455815,-238.2225247,14.72,1836.08461854,-5781.16337211
"45",44,0.005043542,0.00503203254128635,65,11.8,-3276.8,-11,0.04,37.384915985,0.362005667415,-316.85388355,17,1836.08661537,-5781.1614735
"46",45,0.00494165521428571,0.00491225392163518,66,11,-3276.8,-11,0.04,37.99675607,-2.39268331,-284.96617595,19.42,1836.08947143,-5781.16076457
"47",46,0.0042462714375,0.00481193293463619,66,11,-3276.8,-11,0.03,42.47015368,-2.012462400585,-90.19654749,21.69,1836.09266286,-5781.16183044
"48",47,0.00428482664285714,0.00473726796546951,67,10.2,-3276.8,-11,0.06,43.6837807,-1.818444678328,-10.9289198275,24.14,1836.09602076,-5781.16388316
"49",48,0.00479714753846154,0.00476387767285457,70,10.2,-3276.8,-12,0.04,41.689196575,-0.284761601035,-11.117144188,27.21,1836.09981234,-5781.1661913
"50",49,0.00567817128571429,0.00477304428172565,72,9.5,-3276.8,-11,0.03,36.73739707,-0.45539644553,-10.9490324565,30.14,1836.1039929,-5781.168648
"51",50,0.004985898875,0.00457820869671224,71,9.5,-3276.8,-11,0.04,39.867065055,-2.8295695192,-8.89395206,32,1836.10841808,-5781.17118246
"52",51,0.00459707792307692,0.00450605336453062,70,8.8,-3276.8,-11,0.04,39.498314065,-2.19440931646,-12.168778288,34.04,1836.11310126,-5781.17381256
"53",52,0.00444976225,0.00462754409357137,69,8.8,-3276.8,-11,0.06,34.71969585,1.67523636752,-4.217104522995,36.54,1836.11805918,-5781.1765269
"54",53,0.004580476,0.00451649630232631,70,8.2,-3276.8,-11,0.06,37.907461155,2.3525980892625,0.894010826365,37.25,1836.12318492,-5781.17917872
"55",54,0.004109471375,0.00440821411034976,72,8.2,-3276.8,-11,0.13,38.07229878,-1.40500324914,5.63544335235,38.89,1836.12850578,-5781.18163296
"56",55,0.0043719765,0.00431088391840314,73,7.7,-3276.8,-11,0.04,37.56901761,-2.751059545525,9.816675546,39,1836.13411476,-5781.18378294
"57",56,NA,NA,77,7.7,-3276.8,-11,0.06,36.038039545,0.10685100206,11.497962654,40.42,1836.13998078,-5781.18550254
"58",57,0.00434525025,0.00415998685903717,78,7.5,-3276.8,-11,0.04,36.010499905,-0.53500967693,7.321723479,41.26,1836.14604864,-5781.18674292
"59",58,0.003393776,0.00412254232305491,78,7.5,-3276.8,-11,0.04,32.55215299,1.9027451435,6.462984946,42,1836.15231288,-5781.18744078
"60",59,NA,NA,77,7.4,-3276.8,-11,0.07,22.338445,2.77201293723,11.3488592695,42,1836.1586622,-5781.18750474
"61",60,NA,NA,78,7.4,-3276.8,-11,0.04,22.14912795,22.3525067392,6.95986828045,42.98,1836.16492764,-5781.18695388
"62",61,NA,NA,78,7.6,-3276.8,-11,0.04,21.547117405,32.466435685,-0.54066820367,40.995,1836.17081682,-5781.1860006
"63",62,NA,NA,79,7.6,-3276.8,-12,0.06,21.57669572,30.242219495,-10.6248625777,37.925,1836.17614452,-5781.18498936
"64",63,NA,NA,80,8,-3276.8,-12,0.06,21.50136417,28.95272041,15.197010989,35.71,1836.1811793,-5781.18407076
"65",64,NA,NA,79,8,-3276.8,-12,0.06,21.61841008,30.78811056,22.17729286,33.38,1836.18584064,-5781.18290124
"66",65,NA,NA,79,8.4,-3276.8,-12,0.03,21.623355205,32.88545515,24.16432346,30.83,1836.19000722,-5781.18128886
"67",66,NA,NA,79,8.4,-3276.8,-12,0.03,21.64635314,37.23433471,18.823650451,28.22,1836.19371258,-5781.17933454
"68",67,NA,NA,79,9.1,-3276.8,-12,0.04,21.9474992,30.47259021,-26.9420569134,26.02,1836.19698858,-5781.1773081
"69",68,NA,NA,79,9.1,-3276.8,-12,0.04,24.41098729,-5.46756685615,-162.89613102,23.985,1836.20003436,-5781.17550618
"70",69,NA,NA,80,9.9,-3276.8,-12,0.04,34.1544628,-5.468974346,-200.9271028,23,1836.20331834,-5781.1746654
"71",70,NA,NA,81,9.9,-3276.8,-12,0.04,38.582495345,-3.10854718465,-165.79007115,23,1836.20688504,-5781.17530932
"72",71,NA,NA,82,10.7,-3276.8,-12,0.04,43.530030075,-1.4830412778625,-98.27864184,25.84,1836.21039564,-5781.17744508
"73",72,0.00376902075,0.00446164042847411,81,10.7,-3276.8,-11,0.03,44.77735003,-0.0558976111005,-41.700769085,27.94,1836.2137254,-5781.1806285
"74",73,0.00390613458823529,0.00434780570691279,81,11.5,-3276.8,-12,0.07,44.45077788,-0.22598449833,-17.9236198895,30.56,1836.2171517,-5781.18440094
"75",74,0.0032469223,0.00416072283036993,81,11.5,-3276.8,-11,0.04,43.42343978,-0.366359633732,-12.3902036805,34.11,1836.22078734,-5781.1885851
"76",75,0.00348400617647059,0.00413355761586576,81,12.4,-3276.8,-11,0.06,41.583632455,-2.9791741618,-9.321798947,35.34,1836.22464276,-5781.19304148
"77",76,0.00342302526315789,0.00405832968377596,82,12.4,-3276.8,-11,0.04,41.252937105,-2.20153396069,-12.41729797,37.34,1836.2286741,-5781.19768062
"78",77,0.00339656120833333,0.00402703052120443,81,13,-3276.8,-11,0.04,41.848159485,-0.9562758734565,-12.1971964231,38.7,1836.23287698,-5781.20252484
"79",78,0.00361700252380952,0.00403238228539165,79,13,-3276.8,-11,0.03,40.48072671,-0.1223150377545,-11.2585259,41.74,1836.23723196,-5781.20758776
"80",79,0.00377118145833333,0.00406124258245115,77,13.8,-3276.8,-11,0.03,37.020526345,0.26197756233,-11.371578047,42.06,1836.24171888,-5781.2128296
"81",80,0.00395350007142857,0.00414548261957932,75,13.8,-3276.8,-11,0.06,36.5858149,1.140159426045,-10.670938267,43.45,1836.2463027,-5781.21817668
"82",81,0.0039256443,0.00417525120181478,75,14.2,-3276.8,-12,0.09,33.985358505,2.4099262419,-12.790010135,44.1,1836.2509509,-5781.22358718
"83",82,0.00373402280952381,0.00419885941616022,75,14.2,-3276.8,-14,0.07,35.08468461,2.064832911675,-12.340470436,45,1836.25561584,-5781.22904238
"84",83,0.00468729225,0.00426588211300358,75,14.6,-3276.8,-15,0.12,32.26524682,2.200372292505,-10.02343308835,45,1836.26031846,-5781.2345484
"85",84,0.00428691261117647,0.00426980186492379,76,14.6,-3276.8,-18,0.06,32.68981688,3.2384112196,-10.548923457,45,1836.2650725,-5781.2400693
"86",85,0.0040053948125,0.00423540146965458,76,15.2,-3276.8,-18,0.03,34.717387425,0.172159262082,-12.864949153,45,1836.26982102,-5781.2455635
"87",86,0.00358224542857143,0.00401070327909537,76,15.2,-3276.8,-18,0.04,34.72315415,1.30265723894635,-11.19293307,45,1836.27456834,-5781.25108344
"88",87,0.00344496225,0.00400408834625211,75,15.8,-3276.8,-17,0.12,34.826714385,0.6910387165155,-10.5626401395,45.86,1836.27935406,-5781.25664778
"89",88,0.00379260028571429,0.00401920290004531,74,15.8,-3276.8,-17,0.08,34.42844608,0.13310612978,-12.1781494715,45.58,1836.28419306,-5781.26224452
"90",89,0.004184817125,0.00405069684391225,75,16.3,-3276.8,-14,0.1,36.015740115,-1.8453874234675,-11.267627293,45.94,1836.28902804,-5781.26787828
"91",90,0.00331015671428571,0.00409733745699161,74,16.3,-3276.8,-12,0.1,35.377253545,-1.670023936095,-11.1220697245,46.01,1836.29389014,-5781.27355188
"92",91,0.00374889733333333,0.0041404562019584,74,16.5,-3276.8,-14,0.07,36.717615545,-2.2452323607,-11.697110271,46,1836.29880102,-5781.2792415
"93",92,NA,NA,74,16.5,-3276.8,-12,0.08,36.96139028,-0.478363958934,-10.9821352445,46.31,1836.30371394,-5781.28496844
"94",93,0.00392069225,0.00443719022641693,75,16.9,-3276.8,-12,0.1,35.162016445,-0.019022923709,-10.26404037,47.165,1836.30867258,-5781.29073474
"95",94,0.00370498533333333,0.0044055797302251,76,16.9,-3276.8,-14,0.15,33.507198845,-0.936249720175,-11.4447422415,47,1836.3136782,-5781.29650746
"96",95,0.004326450375,0.00444661399852608,76,17,-3276.8,16,0.15,33.267796145,-1.17140343412,-10.905415666,47,1836.31870398,-5781.30226458
"97",96,0.00484426819047619,0.00452539122515743,77,17,-3276.8,17,0.15,33.53095809,-0.3659698983881,-8.3311097225,46.19,1836.3237057,-5781.30801228
"98",97,0.004838997125,0.00459578273847874,77,17.4,-3276.8,18,0.07,33.324789365,-0.40684183585895,-9.396759179,47.925,1836.3286722,-5781.31375452
"99",98,0.0045323002,0.00465659023674826,76,17.4,-3276.8,-18,0.14,31.711610905,0.19724043912,-11.6051651105,47,1836.33362082,-5781.319488
"100",99,0.00429805452173913,0.00472120764142259,76,17.5,-3276.8,-17,0.18,32.431185585,-1.13913946925,-12.19358128,46.445,1836.33853686,-5781.32519034
"101",100,0.00525030272222222,0.0047893413127776,77,17.5,-3276.8,-18,0.09,31.99206153,-0.8230622203645,-10.54882131005,46,1836.34341564,-5781.33086592
"102",101,0.00507565366666667,0.00487627581805868,77,17.8,-3276.8,-18,0.06,33.692844675,0.540388837639,-11.2726550095,46,1836.34827132,-5781.33653736
"103",102,0.0048015810952381,0.00496046456967848,78,17.8,-3276.8,-16,0.09,36.103299895,-1.845371002715,-14.0532686585,46,1836.35315238,-5781.34220286
"104",103,0.00619964658333333,0.00502535172207341,78,18.1,-3276.8,-15,0.1,36.522862675,-1.217541748312,-10.60833239595,46,1836.35808504,-5781.34795464
"105",104,0.00589075566666667,0.00505194218429961,76,18.1,-3276.8,-14,0.13,33.552706335,0.35441788985,-11.310656352,47.9,1836.3630759,-5781.35381772
"106",105,0.00536301004545455,0.00500893463365493,75,18.4,-3276.8,-14,0.07,32.214589735,1.8399669048175,-9.989241461,48,1836.36809268,-5781.3597423
"107",106,0.00673509064285714,0.00487599446441012,74,18.4,-3276.8,-12,0.08,30.16577613,2.295940426085,-9.9655503569,48.31,1836.37315632,-5781.36566172
"108",107,0.00499852775,0.00482125333628531,74,18.4,-3276.8,-12,0.13,31.008764055,1.612967079233,-10.634979592,49.21,1836.37824258,-5781.37154736
"109",108,0.00491398985714286,0.00473420871152674,74,18.4,-3276.8,-10,0.13,30.363672765,0.875119305985,-11.263337707,48,1836.38329542,-5781.37744506
"110",109,0.0044464300625,0.00463763719412307,74,18.3,-3276.8,8,0.12,29.336804575,0.819984144535,-9.598480589,48,1836.38833818,-5781.3833253
"111",110,0.00390826092857143,0.00455005603562811,74,18.3,-3276.8,8,0.06,32.02170229,0.16211717938,-12.110830003,48,1836.39334566,-5781.38914428
"112",111,0.00431418586363636,0.0046802416052801,75,18.6,-3276.8,-8,0.06,27.267310615,1.69537726966,-10.123460325,48,1836.39834084,-5781.39496236
"113",112,0.00415037178947368,0.00463795835606696,76,18.6,-3276.8,-7,0.06,30.107946955,-1.281212036565,-7.74466103105,47.125,1836.4033182,-5781.40075596
"114",113,0.004249381125,0.00458987344618242,76,18.5,-3276.8,-6,0.06,32.53118166,-1.940535283985,-10.961452246,46.445,1836.40830156,-5781.40648134
"115",114,0.0042903795,0.00464677865440348,75,18.5,-3276.8,-6,0.04,29.345705095,-1.0512898578249,-12.548391181,47.11,1836.41327958,-5781.4122045
"116",115,0.00578441985714286,0.00466287480473843,74,18.5,-3276.8,-6,0.13,22.191667295,1.43175887385,-12.0216520585,47.445,1836.41822328,-5781.41791422
"117",116,0.00411450007142857,0.00461106804898951,73,18.5,-3276.8,-6,0.08,22.072838275,7.919742041544,-11.06812397485,46.01,1836.42308424,-5781.42350712
"118",117,0.00472569892857143,0.0046333856694152,73,18.2,-3276.8,-8,0.15,21.20941606,26.6898549,-13.81585645305,45,1836.42779382,-5781.4288899
"119",118,0.00409813966666667,0.0046363726700402,72,18.2,-3276.8,-11,0.12,21.346317965,32.398720295,-15.209722535,43.975,1836.43221624,-5781.433953
"120",119,0.004250517625,0.00461906248587702,72,17.8,-3276.8,-11,0.09,21.561756605,36.19933338,-12.01704444,40.63,1836.43626996,-5781.43858848
"121",120,0.00438206435714286,0.00466021053392279,73,17.8,-3276.8,-12,0.09,22.760786905,38.20380953,-10.3786841845,36.22,1836.43991628,-5781.4428249
"122",121,0.005220423,0.00471113359000374,75,17.9,-3276.8,-15,0.08,23.05137391,15.95482999215,-11.4298019,33.095,1836.44315796,-5781.4464954
"123",122,0.00477155042857143,0.00475429337927866,80,17.9,-3276.8,-15,0.1,22.80966534,28.027162953565,-14.4489319505,29.3,1836.44614386,-5781.44993814
"124",123,0.004938980375,0.00478509091284669,79,17.9,-3276.8,-15,0.07,22.76774906,35.23241163,1.840902179095,27.055,1836.44883552,-5781.45309216
"125",124,0.00463582407142857,0.00481064551913581,75,17.9,-3276.8,-15,0.04,22.47749957,24.59039021,65.9878374,24.17,1836.45118596,-5781.45571218
"126",125,0.00497468592857143,0.0048363975998942,71,17.6,-3276.8,-15,0.04,23.225042205,3.9568634345,194.91062465,21.495,1836.45365568,-5781.45776358
"127",126,0.0047529485,0.00486755039935425,69,17.6,-3276.8,-16,0.13,41.303254515,-4.12236345345,241.8046954,19.645,1836.45644016,-5781.4587156
"128",127,0.00538284578571429,0.00489510118122761,68,17.3,-3276.8,-18,0.13,43.14128826,-2.132196185665,190.80920335,19.71,1836.45938196,-5781.45809148
"129",128,0.004853047875,0.00491329673563464,69,17.3,-3276.8,-18,0.12,50.362346835,-0.7867956843255,44.65290069,22.75,1836.4622796,-5781.45595044
"130",129,0.00499588581818182,0.00497935990612343,72,16.8,-3276.8,-17,0.09,54.531374515,-0.345303068773,6.742387486845,24.77,1836.46527558,-5781.4528056
"131",130,0.0051009963125,0.00494250147672519,74,16.8,-3276.8,-16,0.1,54.61613069,0.361813612314,-14.5612094195,29.225,1836.4685763,-5781.44897352
"132",131,0.00496273263636364,0.00492240136826771,77,16.3,-3276.8,-14,0.09,52.03641843,0.405732444725,-14.581109982,33.815,1836.47233116,-5781.44460852
"133",132,0.0052443925,0.00484196360280759,78,16.3,-3276.8,-12,0.08,47.850347855,-1.0629021011775,-19.583002285,38.58,1836.47650476,-5781.439782
"134",133,0.00564857057142857,0.00488064573915918,77,15.9,-3276.8,-12,0.07,47.30828809,-0.786366782275,-17.58203541,41,1836.48103098,-5781.43460544
"135",134,0.005800411875,0.00489346614992992,76,15.9,-3276.8,-12,0.07,46.32003284,2.37749181982,-18.74846748,43.815,1836.48587568,-5781.42911388
"136",135,0.00452497142857143,0.00488643718232014,74,15.8,-3276.8,-11,0.13,42.878605745,1.165524231964,-16.206882819,46.87,1836.49096932,-5781.4233276
"137",136,0.0044144155,0.00488402686426967,74,15.8,-3276.8,-11,0.08,40.86054699,0.99233991159,-16.5205868545,49.475,1836.49625376,-5781.417282
"138",137,0.00458378846153846,0.00502524871468333,73,15.7,-3276.8,-11,0.07,38.950827575,1.275609397109,-18.56217596,50.425,1836.50166876,-5781.4110498
